#{"t_start": 1696590095.593497, "env_id": "None"}
r,l,t
1089.089494,240,70731.611833
993.77132,240,70751.967466
883.276819,240,70772.330274
681.548263,240,70792.742436
985.776138,240,70813.128676
784.072146,240,70833.505399
676.255257,240,70853.929803
887.435836,240,70874.319053
788.493627,240,70894.704683
782.602805,240,70915.098476
990.870535,240,70935.588358
888.66055,240,70956.070424
889.002917,240,70976.490724
886.777766,240,70996.897518
887.585623,240,71017.248057
884.255057,240,71037.663077
785.692994,240,71058.032218
1090.651577,240,71078.401361
470.087355,240,71098.806455
991.78264,240,71119.383664
990.481836,240,71139.72798
989.372424,240,71160.113622
889.444033,240,71180.519165
992.592199,240,71201.24401
784.343739,240,71221.69145
885.024298,240,71242.123593
989.541147,240,71262.801992
785.838524,240,71283.161997
784.433788,240,71303.588593
984.506547,240,71324.056825
683.882429,240,71344.487057
784.550644,240,71364.849627
782.38217,240,71385.230174
784.530943,240,71405.564539
780.373781,240,71425.889021
886.428734,240,71446.235988
787.189234,240,71466.777514
888.296364,240,71487.158707
993.566599,240,71507.550279
782.134003,240,71527.901293
785.198399,240,71548.568186
890.24469,240,71569.002782
887.679372,240,71589.377126
887.517349,240,71609.863145
989.293546,240,71630.232885
786.079719,240,71650.638898
1088.15614,240,71671.002579
789.925106,240,71691.290324
891.544333,240,71711.651179
779.109858,240,71732.053961
674.067577,240,71752.777642
785.239367,240,71773.198396
891.260121,240,71793.592237
684.433008,240,71813.963915
785.519345,240,71834.300794
1289.474784,240,71854.760764
884.679287,240,71875.183277
785.407028,240,71895.853219
985.474769,240,71916.281964
786.192295,240,71936.638584
991.125055,240,71957.01579
470.798098,240,71977.396023
784.224061,240,71997.80204
993.237655,240,72018.476038
991.727829,240,72038.803821
991.134753,240,72059.189299
1086.223541,240,72079.545806
787.059179,240,72099.931046
581.19397,240,72120.298033
1095.842773,240,72140.700104
1291.112261,240,72161.224526
779.197807,240,72181.804237
993.262675,240,72203.197716
986.243174,240,72224.619284
1089.489788,240,72245.953165
683.247132,240,72267.281719
988.290799,240,72288.610636
784.649274,240,72309.937238
986.795293,240,72331.275333
788.095137,240,72352.598675
683.049083,240,72374.14228
889.9404,240,72395.489712
787.737681,240,72416.808955
685.199175,240,72438.157698
880.366054,240,72459.484702
682.599905,240,72480.859363
788.516616,240,72502.227147
786.447679,240,72523.649542
887.125524,240,72544.980911
892.267263,240,72566.328441
989.117169,240,72587.665746
785.51642,240,72609.030357
685.182451,240,72630.375591
990.90375,240,72651.709286
885.423776,240,72673.018456
788.323534,240,72694.370772
787.476028,240,72715.720738
987.843876,240,72737.083502
1292.703398,240,72758.476528
787.552786,240,72779.823912
884.234782,240,72801.247847
987.088067,240,72822.833078
786.282593,240,72843.713136
685.764625,240,72864.762714
885.97367,240,72885.884184
686.719237,240,72906.864227
1093.353796,240,72927.664882
784.274268,240,72949.599021
683.524311,240,72970.753955
684.092473,240,72993.321127
994.754243,240,73014.252797
991.584645,240,73035.249717
786.536656,240,73056.414949
684.961402,240,73077.636344
885.329271,240,73098.775084
887.609822,240,73119.982515
783.611815,240,73141.134655
685.55092,240,73162.325239
682.123103,240,73183.443172
892.345149,240,73204.652536
681.165617,240,73225.799597
1087.025079,240,73247.021173
1092.020416,240,73268.509471
684.529144,240,73289.8668
676.992093,240,73311.039732
989.291799,240,73332.180426
880.990253,240,73353.359575
987.886615,240,73374.55035
889.938349,240,73395.720398
892.099847,240,73416.937877
885.754704,240,73438.285096
782.047774,240,73459.407862
685.985128,240,73480.54319
990.125378,240,73501.668717
995.687965,240,73522.803405
685.46748,240,73543.95973
683.309506,240,73565.128263
890.41995,240,73586.354131
784.529623,240,73607.464604
790.202951,240,73628.641207
989.226213,240,73649.839349
1090.7251,240,73671.049309
583.073071,240,73692.266431
880.692241,240,73713.022683
889.831809,240,73733.312533
578.616008,240,73753.546659
1192.706046,240,73773.757851
580.546879,240,73793.966338
886.524473,240,73814.3655
988.33568,240,73834.707329
886.263026,240,73854.988665
890.323507,240,73875.251651
988.260613,240,73895.493805
788.879299,240,73915.769428
887.266963,240,73936.027323
784.104487,240,73956.327597
682.444803,240,73976.626064
978.54402,240,73997.006596
786.323684,240,74017.357272
1091.622468,240,74037.607642
990.17808,240,74057.94855
989.164591,240,74078.258982
1093.187351,240,74098.515507
682.048854,240,74118.785439
989.61432,240,74139.02027
686.992056,240,74159.253289
885.058259,240,74180.283696
883.9102,240,74200.557537
1090.962717,240,74220.832231
1092.194013,240,74241.086059
987.484939,240,74261.387528
892.177143,240,74281.661749
992.928684,240,74301.897652
685.593544,240,74322.349096
788.081803,240,74342.649098
1089.457868,240,74362.907973
582.556568,240,74383.19446
786.393193,240,74403.430968
574.149926,240,74423.698861
892.075311,240,74443.940794
687.912636,240,74464.190803
1088.340408,240,74484.500585
688.061445,240,74504.771433
882.797601,240,74525.093453
988.937255,240,74545.373832
989.3017,240,74565.700885
1192.139879,240,74585.965086
786.232849,240,74606.287787
786.78759,240,74626.545975
1086.36351,240,74646.772128
1085.932459,240,74667.072201
582.171431,240,74687.29209
680.857721,240,74707.50865
890.271816,240,74727.785244
992.715005,240,74748.011923
891.310065,240,74768.237131
886.326621,240,74788.52887
784.42144,240,74808.771058
785.197493,240,74829.018492
686.482518,240,74849.417338
986.877239,240,74869.800996
685.654609,240,74890.100837
1090.173038,240,74910.701476
891.920159,240,74933.310567
888.707079,240,74954.118544
889.591946,240,74974.458458
683.386743,240,74994.706885
883.590794,240,75014.970837
681.998974,240,75035.217754
885.592561,240,75055.463936
682.489421,240,75075.905544
1090.212701,240,75096.509632
681.191718,240,75116.710959
885.53677,240,75137.024084
785.657261,240,75157.459735
988.981237,240,75177.67218
890.886007,240,75197.856728
580.890047,240,75218.220427
889.855742,240,75238.463112
579.809996,240,75258.758149
786.064487,240,75278.944921
991.603067,240,75299.241241
887.507302,240,75319.475622
1188.278131,240,75339.723118
678.018491,240,75359.968603
891.508781,240,75380.227645
1087.795602,240,75400.456872
782.893974,240,75420.761616
784.185801,240,75441.029168
988.63303,240,75461.369741
578.353506,240,75481.660239
579.108797,240,75501.941732
985.167,240,75522.384592
788.453625,240,75542.668709
683.543686,240,75562.942968
991.825548,240,75583.159343
686.978058,240,75603.386978
785.258593,240,75623.706708
891.321781,240,75643.974574
688.09242,240,75664.22403
787.993463,240,75684.497305
890.220513,240,75704.821226
991.461003,240,75725.026323
987.052789,240,75745.350697
577.721688,240,75765.61164
1190.117129,240,75785.970821
682.12095,240,75806.265328
992.255647,240,75826.583346
785.456803,240,75846.855805
887.453381,240,75867.134824
1088.272096,240,75887.365098
789.624167,240,75907.55482
989.655255,240,75927.920531
577.280517,240,75948.209835
1087.701146,240,75968.874633
989.726841,240,75989.427078
984.209584,240,76009.623559
876.797728,240,76029.913125
686.649484,240,76050.250865
886.10425,240,76070.511604
985.879132,240,76090.747272
889.994549,240,76111.121182
987.066888,240,76131.399801
980.009109,240,76151.645039
889.889723,240,76171.849648
683.864866,240,76192.15447
888.086736,240,76212.484378
682.459461,240,76232.815193
885.030177,240,76253.105611
1090.522613,240,76273.404553
891.894341,240,76293.728249
986.844777,240,76313.985185
1091.990078,240,76334.197953
891.049929,240,76354.576408
884.815209,240,76374.889498
583.033318,240,76395.121047
784.987765,240,76415.376894
891.427109,240,76435.676483
988.676219,240,76455.943389
678.654311,240,76476.256572
784.047991,240,76496.544321
988.868899,240,76516.804734
683.864057,240,76537.083724
685.374287,240,76557.298477
687.213486,240,76577.599287
888.130686,240,76597.843287
883.078443,240,76618.222423
685.644951,240,76638.506683
889.91907,240,76658.716201
884.760414,240,76679.137255
1089.473556,240,76699.479387
891.638152,240,76719.673436
988.706776,240,76740.010465
1191.425764,240,76760.28376
780.564843,240,76780.533436
675.069989,240,76800.835524
883.72835,240,76821.051268
790.119361,240,76841.306488
886.193668,240,76861.708479
684.951869,240,76882.231297
1089.496502,240,76902.698852
890.254219,240,76922.996724
785.390547,240,76943.278831
785.274728,240,76963.562989
681.055639,240,76983.838642
882.844306,240,77004.124689
784.427709,240,77024.36359
683.670466,240,77044.610179
888.971908,240,77064.886052
888.625476,240,77085.119096
677.40701,240,77105.361335
684.354062,240,77125.588799
577.800241,240,77145.81064
988.753461,240,77166.073429
787.306117,240,77186.417416
1090.846695,240,77206.629792
1092.002476,240,77226.915813
1198.190583,240,77247.133589
681.5264,240,77267.37561
781.294836,240,77287.62787
684.50449,240,77308.123235
467.162437,240,77328.59673
785.518522,240,77348.842782
1194.464115,240,77369.073886
1096.440778,240,77389.361081
1093.972412,240,77409.627022
987.599192,240,77429.858641
886.137049,240,77450.053798
989.308794,240,77470.34397
887.101687,240,77490.630187
886.585221,240,77510.846017
1189.147792,240,77531.043829
582.742823,240,77551.286117
785.631556,240,77571.522548
1196.898748,240,77591.784946
787.354839,240,77612.12969
584.238693,240,77632.37671
1090.040592,240,77652.675187
1292.637334,240,77672.918099
785.89906,240,77693.175442
787.528126,240,77713.378611
1193.319869,240,77733.736875
987.908818,240,77753.928885
782.666725,240,77774.459455
988.126481,240,77794.884938
680.75056,240,77815.275371
985.930213,240,77835.686416
1193.944557,240,77855.988664
983.928568,240,77876.246305
886.275738,240,77896.569369
1088.630544,240,77916.839564
685.25284,240,77937.071727
783.748181,240,77957.357514
1087.332032,240,77977.638401
889.547022,240,77997.922796
1095.169874,240,78018.234335
1091.17776,240,78038.479295
989.899188,240,78058.799932
791.650178,240,78079.128563
787.236301,240,78099.369094
991.337804,240,78119.742118
784.313225,240,78139.976826
986.261811,240,78160.341648
892.225116,240,78180.604814
888.090157,240,78200.822948
578.064947,240,78221.049892
886.276028,240,78241.460397
784.637607,240,78261.778445
791.049531,240,78282.070049
890.887534,240,78302.362255
989.328914,240,78322.63669
1394.276913,240,78342.886168
989.081509,240,78363.185016
887.500526,240,78383.476709
889.962442,240,78403.758329
1193.838922,240,78423.992077
784.786562,240,78444.2256
787.639222,240,78464.450828
1393.421496,240,78484.753396
884.908223,240,78504.984959
1292.181426,240,78525.259603
778.628161,240,78545.520911
683.75453,240,78565.811336
889.043917,240,78586.057953
787.370553,240,78606.316915
890.577589,240,78626.582261
683.168058,240,78646.811556
683.319184,240,78667.235379
987.62171,240,78687.506713
983.901052,240,78708.040684
1090.243438,240,78728.29667
680.727491,240,78748.573154
885.36426,240,78768.86626
890.871756,240,78789.167207
1194.749934,240,78809.545622
1194.722158,240,78829.793843
989.541698,240,78850.1013
886.243206,240,78870.359811
886.07803,240,78890.657035
1090.384018,240,78910.918725
686.160316,240,78931.203299
882.92174,240,78951.479037
1293.794016,240,78971.729134
681.371707,240,78992.038824
783.15163,240,79012.272762
883.631126,240,79032.545359
1092.059682,240,79052.82068
677.309256,240,79073.117331
888.157347,240,79093.36885
787.167051,240,79113.648491
1092.210248,240,79133.922591
785.564595,240,79154.167618
788.277743,240,79174.415112
892.26522,240,79194.712475
990.944992,240,79214.973883
880.817622,240,79235.231463
676.814276,240,79255.4391
785.439221,240,79275.641016
684.602005,240,79295.913524
788.552289,240,79316.196061
579.69441,240,79336.445961
787.078076,240,79357.043148
1092.189621,240,79377.233392
788.399856,240,79397.508126
780.253854,240,79417.83043
883.51972,240,79438.141511
783.319063,240,79458.378268
889.817139,240,79478.637839
1187.783256,240,79498.880766
988.14901,240,79519.149455
888.222958,240,79539.418828
883.158901,240,79559.652059
891.313223,240,79580.062188
988.265917,240,79600.332655
891.166484,240,79620.798508
886.430529,240,79641.046759
887.236092,240,79661.27026
989.319014,240,79681.487256
1092.80155,240,79701.770154
988.595164,240,79722.103494
1192.262168,240,79742.313755
785.972838,240,79762.645957
783.592796,240,79782.899999
785.394709,240,79803.185672
886.268322,240,79823.454182
987.141487,240,79843.734071
684.989891,240,79864.026968
784.537684,240,79884.253947
1195.428552,240,79904.565857
680.587548,240,79924.855828
891.254743,240,79945.104379
683.808946,240,79965.42878
880.503084,240,79985.639664
1091.859081,240,80005.903192
887.960522,240,80026.145509
889.5211,240,80046.466045
989.962461,240,80066.703892
577.696588,240,80086.984154
990.755649,240,80107.266534
888.422658,240,80127.446712
888.843742,240,80147.747417
987.454499,240,80167.974684
785.840046,240,80188.251295
1387.773518,240,80208.486823
1095.346646,240,80228.74802
785.156962,240,80249.097777
993.204571,240,80269.328708
883.692646,240,80289.58684
1092.949866,240,80309.874086
1188.439119,240,80330.11411
885.421023,240,80350.40727
783.825213,240,80370.652359
582.399749,240,80390.881452
1189.265379,240,80411.109622
986.72795,240,80431.363627
685.181866,240,80451.674322
988.235367,240,80472.187669
573.432777,240,80492.467237
683.049412,240,80513.057051
888.625789,240,80533.367764
887.929502,240,80553.642928
881.276189,240,80573.949423
892.956096,240,80594.226288
988.431148,240,80614.579269
889.804223,240,80634.860172
887.755388,240,80655.117129
989.115456,240,80675.409775
683.883048,240,80695.677928
789.423286,240,80715.951762
682.459441,240,80736.20549
785.393766,240,80756.439274
682.262308,240,80776.724058
679.423606,240,80797.010309
989.800373,240,80817.301847
685.619981,240,80837.560907
886.894841,240,80857.875724
785.368943,240,80878.148233
986.214782,240,80898.396468
887.604686,240,80919.012465
889.818273,240,80939.272707
882.740255,240,80959.525006
575.686695,240,80979.871049
783.844511,240,81000.103848
575.273812,240,81020.332959
681.762233,240,81040.5364
784.983757,240,81060.817082
787.194064,240,81081.60166
986.670963,240,81101.866792
683.287903,240,81122.157705
987.700555,240,81142.518595
987.710772,240,81162.877956
889.14602,240,81183.10465
684.198545,240,81203.369898
890.445399,240,81223.675007
989.096674,240,81243.942982
1094.266637,240,81264.211802
887.988978,240,81284.694077
785.744876,240,81305.016521
784.736611,240,81325.270802
888.829642,240,81345.502715
886.301822,240,81365.872752
787.925006,240,81386.18673
784.991768,240,81406.453221
775.060688,240,81426.98806
1090.682658,240,81447.278117
684.556328,240,81467.568404
784.283018,240,81487.856676
988.059396,240,81508.188173
986.00145,240,81528.451788
1088.734895,240,81548.818887
581.679446,240,81569.070516
1087.185,240,81589.321583
882.315856,240,81609.626613
985.314273,240,81629.926502
990.862577,240,81650.188133
783.161186,240,81670.436689
983.46096,240,81690.652992
685.400132,240,81710.970578
1086.48555,240,81732.031449
1087.233946,240,81753.571079
578.226278,240,81773.82009
884.047287,240,81794.168845
988.46868,240,81814.630826
891.974405,240,81834.93348
1087.234653,240,81855.21255
783.253866,240,81875.537609
682.617757,240,81895.808666
1192.726239,240,81916.117005
1084.437912,240,81936.405961
685.649734,240,81956.607462
886.073567,240,81976.906911
786.348204,240,81997.169564
682.929369,240,82017.438788
987.191766,240,82037.740556
784.139941,240,82058.135925
1190.491302,240,82078.41837
788.022725,240,82098.766407
882.311177,240,82119.061101
886.320431,240,82139.340883
1086.157228,240,82159.582262
890.528269,240,82179.802849
789.051531,240,82200.033382
989.913939,240,82220.278417
888.444663,240,82240.46972
782.201031,240,82260.761982
990.055038,240,82281.20884
987.159097,240,82301.43927
786.188882,240,82322.001443
984.335594,240,82342.265663
890.354774,240,82362.612833
786.459883,240,82382.865719
989.300825,240,82403.070791
686.138747,240,82423.412021
1192.540646,240,82443.703737
788.925584,240,82463.979672
783.121528,240,82484.265594
993.287179,240,82504.538368
680.032394,240,82524.778618
683.119105,240,82545.026399
781.902902,240,82565.268404
684.258155,240,82585.521
990.51708,240,82605.794585
784.860939,240,82626.042837
887.860593,240,82646.275949
681.784783,240,82666.544504
890.19508,240,82686.779092
983.638044,240,82707.059686
682.909984,240,82727.301491
989.668789,240,82747.563045
788.799102,240,82767.895267
789.243438,240,82788.228478
1092.926945,240,82808.459271
888.465366,240,82828.728822
681.586175,240,82849.047013
984.173934,240,82869.292297
781.164745,240,82889.53267
993.930863,240,82909.80283
886.548103,240,82930.091592
579.091225,240,82950.44429
682.542137,240,82970.662751
787.403255,240,82990.918256
781.718691,240,83011.207711
889.973594,240,83031.482847
786.146615,240,83051.791487
1189.409683,240,83072.029841
885.710895,240,83092.353798
1094.987348,240,83112.584386
893.000591,240,83132.80366
778.810417,240,83153.009476
988.551027,240,83173.605303
987.560135,240,83194.010412
1292.703831,240,83214.294015
984.757438,240,83234.853225
779.314381,240,83255.182476
786.09621,240,83275.437475
475.561299,240,83295.80978
683.679895,240,83316.140905
1089.44673,240,83336.395564
885.418604,240,83356.669086
1189.150525,240,83376.895383
1093.415364,240,83397.159565
577.000878,240,83417.427296
682.128616,240,83437.640928
782.371991,240,83457.849333
1195.217064,240,83478.160524
1189.402078,240,83498.423106
890.149063,240,83518.684188
683.79789,240,83538.957913
784.44244,240,83559.258235
885.875432,240,83579.560657
787.916319,240,83600.02961
788.115889,240,83620.347479
787.948879,240,83640.636387
989.051538,240,83660.917225
891.420562,240,83681.231345
890.641564,240,83701.484267
781.889048,240,83721.794739
885.208916,240,83742.044365
891.194368,240,83762.275945
988.400229,240,83782.543113
884.206072,240,83802.819095
785.182593,240,83823.112269
887.14069,240,83843.388056
676.898977,240,83863.970717
889.48611,240,83884.21826
987.029582,240,83904.452353
683.227383,240,83924.755325
987.413002,240,83945.050987
884.907567,240,83965.289214
988.598543,240,83985.551439
681.891941,240,84005.79744
580.831086,240,84026.097424
787.482383,240,84046.362816
785.973744,240,84067.065293
992.552136,240,84087.397671
890.052718,240,84107.616812
778.146256,240,84128.11267
992.901146,240,84148.452658
788.612756,240,84168.750706
787.193186,240,84189.096322
886.767306,240,84209.511648
883.262466,240,84229.809575
1092.329167,240,84250.065749
992.836119,240,84270.304411
788.034649,240,84290.601714
779.829717,240,84310.879686
683.12078,240,84331.156301
889.040969,240,84351.460261
989.25888,240,84371.712345
1184.016467,240,84391.995862
788.553069,240,84412.289032
889.532265,240,84432.603514
786.542756,240,84452.866441
883.649757,240,84473.157483
1090.388856,240,84493.500229
783.385546,240,84513.725782
885.355422,240,84534.028072
883.863729,240,84554.303204
682.457334,240,84574.576535
989.89004,240,84594.78827
1084.84288,240,84615.083159
579.060956,240,84635.36405
1087.167247,240,84655.633137
888.92437,240,84675.90554
888.164505,240,84696.22004
1187.800732,240,84716.46138
986.687079,240,84736.712478
784.627223,240,84757.039619
1196.951354,240,84777.300601
885.819533,240,84797.54561
789.454237,240,84817.823316
685.489575,240,84838.082154
991.39736,240,84858.421217
1089.239966,240,84878.674564
787.962693,240,84899.057809
884.440801,240,84919.307252
783.257846,240,84939.547008
1697.259675,240,84959.752207
1092.11072,240,84980.34366
678.464704,240,85000.746142
992.073504,240,85021.069746
1095.030648,240,85041.790229
888.936148,240,85062.005412
882.022602,240,85082.247932
789.375113,240,85102.574231
886.465687,240,85123.028028
992.3072,240,85143.324335
886.334747,240,85163.592456
986.722332,240,85183.855471
887.918174,240,85204.122133
889.304777,240,85224.35028
785.24391,240,85244.57907
786.079806,240,85264.872198
1090.745389,240,85285.251394
886.239448,240,85305.586701
986.549988,240,85325.839947
1190.593758,240,85346.116411
780.537125,240,85366.403829
985.05494,240,85386.670687
888.039215,240,85406.978454
992.553314,240,85427.296747
886.85609,240,85447.625034
892.059524,240,85467.838034
1083.451251,240,85488.053509
574.982562,240,85508.347404
788.703673,240,85528.588323
578.25322,240,85548.846549
783.63892,240,85569.136882
986.212139,240,85589.437545
788.201139,240,85609.746222
984.500099,240,85630.037664
992.328231,240,85650.387635
686.255009,240,85670.622238
786.870709,240,85690.861119
684.586372,240,85711.173032
687.284106,240,85731.488582
987.321492,240,85751.891229
1089.738774,240,85772.178461
1092.327148,240,85792.516907
984.757948,240,85812.860094
992.214401,240,85833.205321
679.435731,240,85853.481494
1093.664018,240,85873.793097
988.387713,240,85894.027228
990.945186,240,85914.285359
990.143402,240,85934.708422
682.846555,240,85955.076818
988.92203,240,85975.607583
785.945526,240,85995.904775
1089.151535,240,86016.385091
784.65382,240,86036.651111
778.848774,240,86056.953226
989.746341,240,86077.191033
884.880389,240,86097.444968
580.196988,240,86117.762105
786.35428,240,86138.03996
678.794012,240,86158.279772
1189.896537,240,86178.598231
887.003354,240,86198.884902
788.609595,240,86219.100609
1091.334754,240,86239.383053
988.571917,240,86259.744775
784.864691,240,86279.963616
785.528051,240,86300.239797
992.04729,240,86320.510524
889.755698,240,86340.806796
782.238806,240,86361.038882
1189.610544,240,86381.287277
1090.823873,240,86401.629848
1093.139214,240,86421.88349
1091.880102,240,86442.094091
1086.498535,240,86462.338788
685.162215,240,86482.608479
885.506885,240,86502.869965
987.543597,240,86523.105238
993.297221,240,86543.342093
990.750926,240,86563.669216
985.230658,240,86583.908795
888.208836,240,86604.121334
886.180127,240,86624.424444
784.278166,240,86644.745659
986.962061,240,86665.029238
989.891282,240,86685.295563
786.201456,240,86705.643348
680.877497,240,86725.881722
785.969286,240,86746.16365
1288.648064,240,86766.569809
785.890894,240,86786.879861
783.799167,240,86807.091551
684.240499,240,86827.372734
893.071067,240,86848.040657
684.561162,240,86868.307831
991.421027,240,86888.598706
784.445048,240,86908.960472
1087.971842,240,86929.189628
986.752123,240,86949.470626
883.736094,240,86969.795573
881.961287,240,86990.074305
887.016687,240,87010.356701
683.246475,240,87030.651921
890.068086,240,87051.007908
684.713467,240,87071.278533
786.637426,240,87091.575236
992.257817,240,87111.813813
781.161059,240,87132.127252
778.533558,240,87152.49837
682.548453,240,87172.764692
787.203256,240,87193.013214
787.770644,240,87213.265566
990.226494,240,87233.527681
886.99758,240,87253.794773
1088.790496,240,87274.031098
784.45685,240,87294.303697
885.280296,240,87314.58281
889.838285,240,87334.850104
785.031499,240,87355.071306
578.156648,240,87375.34027
883.98193,240,87395.578122
887.668406,240,87415.876868
1091.218918,240,87436.421427
887.999366,240,87456.76577
685.519257,240,87477.215772
885.447686,240,87497.489321
779.559812,240,87517.874595
1090.543109,240,87538.111119
686.416842,240,87558.453209
887.376051,240,87578.678807
888.26443,240,87598.981419
886.721851,240,87619.228747
1088.863611,240,87639.553993
887.347844,240,87659.813128
990.554194,240,87680.163587
680.506266,240,87700.489564
880.350005,240,87720.770208
683.360425,240,87741.079588
987.001257,240,87761.589869
986.648585,240,87781.920433
1282.023418,240,87802.26464
779.208021,240,87822.601479
885.742651,240,87842.84121
989.326523,240,87863.104675
988.149749,240,87883.339897
988.40792,240,87903.55568
1091.210015,240,87923.779374
784.435124,240,87944.058414
785.398816,240,87964.308409
783.342913,240,87984.584698
1191.167075,240,88004.855607
787.083186,240,88025.089499
781.611648,240,88045.396008
775.638849,240,88065.717016
989.982188,240,88085.924419
885.332485,240,88106.481195
681.305747,240,88126.766522
1093.979993,240,88147.029497
990.80859,240,88167.320652
889.456633,240,88187.517893
786.323255,240,88207.790211
887.979691,240,88228.122196
884.275447,240,88248.361699
1092.437221,240,88268.547733
778.72047,240,88288.787345
1292.423095,240,88309.043885
891.847028,240,88329.300308
684.028027,240,88349.687875
990.530743,240,88370.114774
987.133899,240,88390.367819
680.791617,240,88410.677388
686.185248,240,88430.987416
881.162554,240,88451.247098
784.250732,240,88471.506919
681.227132,240,88491.786676
575.628121,240,88512.089821
787.188532,240,88532.332855
1093.204659,240,88552.563021
988.025781,240,88573.045252
784.571279,240,88593.349667
882.633061,240,88613.604394
1188.340951,240,88633.886133
884.115906,240,88654.477798
784.418569,240,88674.818211
785.132077,240,88695.086929
989.162777,240,88715.411512
1094.918149,240,88735.713799
987.886615,240,88755.954111
888.632117,240,88776.249466
784.583304,240,88796.435939
679.098254,240,88816.866724
583.42728,240,88837.111123
788.052807,240,88857.397133
1088.188867,240,88877.703779
785.05292,240,88897.944249
985.082432,240,88918.221408
992.158153,240,88938.458181
889.922322,240,88958.812444
789.112557,240,88979.113671
987.115969,240,88999.391717
783.613892,240,89019.669735
885.352149,240,89039.91856
992.424566,240,89060.142389
781.794758,240,89080.397704
1088.370241,240,89100.680764
1191.262507,240,89120.95592
886.036531,240,89141.219666
786.278263,240,89161.430243
781.837812,240,89181.71748
1087.081458,240,89202.036822
783.05084,240,89222.241621
790.711154,240,89242.496549
884.425563,240,89262.85379
892.129625,240,89283.122687
983.738467,240,89303.382389
783.974208,240,89323.719541
886.10755,240,89343.999876
891.032989,240,89364.294335
788.280365,240,89384.532941
785.213641,240,89404.756913
1194.668866,240,89425.020258
781.34009,240,89445.187038
986.218037,240,89465.63365
987.830969,240,89485.871616
888.059043,240,89506.119969
1090.737183,240,89526.399657
1291.714188,240,89546.658291
786.243452,240,89567.350715
888.657613,240,89587.697752
782.590843,240,89607.998298
989.501935,240,89628.194292
1187.769807,240,89648.525216
785.805066,240,89668.754869
1090.612893,240,89689.011977
784.27261,240,89709.382195
1189.256604,240,89729.779358
1187.87221,240,89750.208781
890.772802,240,89770.495887
780.367397,240,89790.703486
782.634188,240,89810.970236
991.392363,240,89831.252805
1093.935818,240,89851.572015
887.698321,240,89871.880024
783.739547,240,89892.1332
1192.237542,240,89912.781359
779.724689,240,89933.051419
782.022125,240,89953.265408
785.599043,240,89973.56741
783.395186,240,89993.825935
985.09834,240,90014.038728
885.431094,240,90034.293091
993.552081,240,90054.553993
890.012374,240,90074.851616
989.074245,240,90095.087784
686.692674,240,90115.383304
887.955344,240,90135.608999
1086.878342,240,90155.966909
1194.05551,240,90176.222548
787.515537,240,90196.415226
993.680265,240,90216.695789
686.038094,240,90236.95262
889.522629,240,90257.234133
1090.255576,240,90277.490655
784.058549,240,90297.797422
981.383317,240,90318.053887
1188.942017,240,90338.308072
889.498869,240,90358.605559
987.374479,240,90379.084111
784.058202,240,90399.329615
787.672567,240,90419.638077
887.122347,240,90439.885387
989.356927,240,90460.48016
992.732424,240,90480.796232
889.648605,240,90501.053645
685.203172,240,90521.394458
782.881792,240,90541.65405
987.440378,240,90561.902316
781.292588,240,90582.191171
1191.12979,240,90602.441889
1092.837013,240,90622.695467
986.66497,240,90642.890903
682.835457,240,90663.175316
1493.667668,240,90683.435837
683.577178,240,90703.663558
888.111234,240,90723.877202
1191.766952,240,90744.125968
782.717824,240,90764.443306
889.234901,240,90784.711342
788.580207,240,90805.0274
891.771098,240,90825.266447
886.208406,240,90845.52985
780.748737,240,90865.83614
1088.883732,240,90886.102362
891.24163,240,90906.356443
1192.211284,240,90926.594902
882.566428,240,90946.824573
786.205178,240,90967.027479
788.358916,240,90987.250733
991.760722,240,91007.48262
681.592945,240,91027.73054
1094.937694,240,91047.986938
1092.805466,240,91068.30199
685.327552,240,91088.614339
781.008583,240,91108.925964
1088.817343,240,91129.238782
886.420553,240,91149.529644
1094.103159,240,91169.782053
1089.452365,240,91190.048924
682.394283,240,91210.352026
786.471837,240,91230.668204
678.112276,240,91250.908059
1192.000843,240,91271.510497
682.639859,240,91291.842848
1189.649083,240,91312.163294
885.493163,240,91332.478577
785.126288,240,91352.802427
686.31359,240,91373.403467
888.455735,240,91393.616173
1495.001846,240,91413.913078
891.045458,240,91434.243706
679.220845,240,91454.528431
889.506062,240,91474.938758
879.096152,240,91495.281828
888.821291,240,91515.512075
983.67163,240,91535.769641
786.482261,240,91555.952166
888.07373,240,91576.247499
889.885812,240,91596.608346
889.853634,240,91616.929783
884.610334,240,91637.171942
990.672798,240,91657.474056
679.575544,240,91677.763719
990.258356,240,91698.064641
1193.476942,240,91718.283215
985.521781,240,91738.513034
989.8979,240,91758.747206
681.474242,240,91779.013439
887.627837,240,91799.236917
989.956862,240,91819.49468
888.033372,240,91839.775556
677.400505,240,91860.032314
885.00914,240,91880.263511
788.532795,240,91900.494427
986.288345,240,91920.765002
884.977525,240,91940.984421
685.75849,240,91961.236563
887.867461,240,91981.518223
987.135996,240,92001.837359
682.823842,240,92022.163718
1488.302057,240,92042.431494
991.548738,240,92062.637764
785.19844,240,92082.839444
988.555881,240,92103.11827
990.152968,240,92123.392421
1187.538036,240,92143.722889
1194.131972,240,92164.22497
888.933132,240,92184.589413
1089.657016,240,92204.834745
687.03581,240,92225.11469
1190.204204,240,92245.417669
787.689239,240,92266.099873
785.671327,240,92286.468178
679.078122,240,92306.733651
1090.610854,240,92327.187069
