#{"t_start": 1696590095.593497, "env_id": "None"}
r,l,t
885.511041,240,105357.804238
986.021094,240,105378.08082
683.582825,240,105398.315372
784.949213,240,105418.54792
990.864985,240,105438.839746
882.962264,240,105459.110519
785.710272,240,105479.574731
685.009494,240,105499.846793
788.616834,240,105520.10279
987.67094,240,105540.317877
984.008735,240,105560.617898
1094.894427,240,105580.852404
890.536552,240,105601.120676
790.00245,240,105621.375633
989.72319,240,105641.638517
1089.697697,240,105661.906899
892.593565,240,105682.494971
783.815615,240,105702.808288
887.316148,240,105723.080271
890.991489,240,105743.370098
993.85791,240,105763.809507
788.70905,240,105784.075831
686.952339,240,105804.350225
889.716134,240,105824.721456
1087.827125,240,105845.296104
988.036878,240,105865.901285
890.313659,240,105886.161485
782.83224,240,105906.4292
984.365568,240,105926.684295
991.403035,240,105946.881387
1092.199306,240,105967.171501
679.916925,240,105987.551761
683.52584,240,106008.134043
989.124244,240,106028.500874
892.220495,240,106048.824624
888.817962,240,106069.09973
991.632637,240,106089.404228
891.543721,240,106109.652242
782.318621,240,106130.047431
888.591621,240,106150.36259
1093.765674,240,106170.89783
985.967567,240,106191.39799
582.86356,240,106211.672456
987.783691,240,106231.937906
1190.191426,240,106252.213191
990.224681,240,106272.760897
989.164234,240,106293.111693
987.48117,240,106313.384073
684.147682,240,106333.681511
887.173798,240,106353.964486
883.615986,240,106374.214317
893.029337,240,106394.464828
681.96506,240,106415.074861
783.738747,240,106435.537064
1087.981607,240,106455.815125
880.965185,240,106476.099804
990.597237,240,106496.301908
884.605851,240,106516.54852
779.120291,240,106536.880287
879.24606,240,106557.196849
888.697589,240,106577.766311
891.764831,240,106598.024841
987.743628,240,106618.284874
890.004915,240,106638.518929
1093.646274,240,106658.833078
889.101576,240,106679.123591
774.682866,240,106699.437084
783.505447,240,106719.787191
889.968553,240,106740.25005
888.57609,240,106760.81267
782.029903,240,106781.108299
985.144109,240,106801.350845
1497.790887,240,106821.717334
1091.0681,240,106841.962385
891.302921,240,106862.417886
987.841824,240,106882.823918
780.814222,240,106903.105146
784.034391,240,106923.392711
1095.07367,240,106943.618179
1089.833487,240,106963.872448
1088.10856,240,106984.165108
989.977913,240,107004.436386
886.302037,240,107024.708408
583.595733,240,107044.925543
784.376346,240,107065.22203
890.62528,240,107085.541037
1091.999493,240,107105.839269
986.002665,240,107126.094354
1191.980695,240,107146.350445
1193.156828,240,107166.654559
679.740366,240,107186.953902
890.959716,240,107207.20631
1188.415287,240,107227.545635
680.409927,240,107247.812169
890.840266,240,107268.081604
886.300307,240,107288.356973
782.041142,240,107308.669144
990.244272,240,107328.899974
1393.707733,240,107349.158785
787.978798,240,107369.395794
789.333698,240,107389.713875
991.361757,240,107409.945883
1087.769899,240,107430.177269
580.792792,240,107450.462527
890.0196,240,107470.880955
989.06073,240,107491.120877
888.394903,240,107511.402445
992.279152,240,107531.679136
1091.844066,240,107552.008066
787.869965,240,107572.2915
886.891546,240,107592.537562
887.255298,240,107612.897032
990.478202,240,107633.120261
890.930923,240,107653.753986
1193.838218,240,107674.051255
989.036185,240,107694.326728
1192.3287,240,107714.590651
988.446852,240,107734.895591
889.586973,240,107755.169139
884.90185,240,107775.468684
682.079396,240,107795.750826
986.511059,240,107815.955503
989.504686,240,107836.203323
886.17929,240,107856.516742
681.973976,240,107876.799284
579.124138,240,107897.021101
987.100151,240,107917.293889
1086.760739,240,107937.564296
1083.805626,240,107957.845116
990.740969,240,107978.113831
889.611856,240,107998.343883
676.384552,240,108018.563369
884.981035,240,108038.816351
988.768265,240,108059.123773
1293.079383,240,108079.448167
1092.369575,240,108099.775156
579.762979,240,108120.042628
578.451985,240,108140.269492
887.975012,240,108160.638608
889.686317,240,108180.943721
992.821984,240,108201.251396
989.429933,240,108221.70059
882.984545,240,108242.114072
1089.895121,240,108262.356327
988.424399,240,108282.624673
990.071929,240,108302.921061
580.133797,240,108323.207047
993.760229,240,108343.43138
886.895796,240,108363.895813
782.580357,240,108384.237119
1189.509807,240,108404.498263
887.105968,240,108424.795191
990.377177,240,108445.111133
886.128895,240,108465.440065
787.76797,240,108485.755387
886.716354,240,108506.045011
787.195736,240,108526.434247
889.659357,240,108546.699858
1093.924042,240,108567.303693
679.235433,240,108587.543743
783.917482,240,108607.826562
989.105617,240,108628.46241
786.768147,240,108648.748174
883.245953,240,108669.001978
781.861522,240,108689.339185
1087.851367,240,108709.55644
783.758432,240,108729.81407
785.371866,240,108750.12406
784.840989,240,108770.415153
991.120961,240,108790.689986
1091.28912,240,108810.949539
1296.436302,240,108831.22487
788.324825,240,108851.481321
1193.054077,240,108871.781551
683.783652,240,108892.00985
989.773259,240,108912.258661
1093.009365,240,108932.582041
887.288625,240,108952.773989
681.883955,240,108973.041789
681.632363,240,108993.313311
1186.398364,240,109013.577902
1089.81476,240,109033.842379
1087.901421,240,109054.199378
892.04892,240,109074.418416
1189.784299,240,109094.697719
1090.330688,240,109115.021972
685.626955,240,109135.313487
679.853422,240,109156.01038
681.133063,240,109176.33169
885.420001,240,109196.578883
1094.017587,240,109216.883981
784.92987,240,109237.181976
888.8872,240,109257.499597
786.405474,240,109277.948003
888.722067,240,109298.208811
994.53341,240,109318.699959
990.718509,240,109339.016527
1192.931972,240,109359.332714
885.744088,240,109379.581295
577.336324,240,109399.816464
991.311316,240,109420.279989
1191.511123,240,109440.554005
990.419742,240,109461.02058
685.114736,240,109481.303646
787.582273,240,109501.917966
1296.252411,240,109522.175331
884.898404,240,109542.41737
888.542809,240,109562.713097
786.30864,240,109583.049406
1082.924843,240,109603.304848
988.612219,240,109623.59461
787.007333,240,109643.856724
1095.322202,240,109664.201358
788.380618,240,109684.485436
1293.553729,240,109704.809395
684.25298,240,109725.17416
991.180603,240,109745.574841
1293.808142,240,109765.809283
890.920331,240,109786.076774
889.048742,240,109806.288243
784.656874,240,109826.632464
992.819947,240,109847.07879
1087.88943,240,109867.43142
683.915303,240,109887.753791
1394.666204,240,109908.03209
991.874324,240,109928.310134
783.895061,240,109948.652975
886.903492,240,109968.907993
683.521363,240,109989.23189
1092.910208,240,110009.520352
988.669747,240,110029.773448
991.713494,240,110050.115695
786.159218,240,110070.430315
1087.296651,240,110090.609743
786.282294,240,110110.832196
785.881711,240,110131.090683
887.432264,240,110151.376337
982.563897,240,110171.780436
784.534689,240,110192.040469
1190.671386,240,110212.296899
993.762471,240,110232.575287
992.712074,240,110252.832933
890.952046,240,110273.08723
990.323359,240,110293.416893
1090.578619,240,110313.890007
788.338232,240,110334.147965
993.743522,240,110354.454483
786.567721,240,110374.947885
787.484322,240,110395.211293
990.712339,240,110415.48821
889.664597,240,110435.734478
1294.147947,240,110455.953587
892.476776,240,110476.26992
878.927914,240,110496.562915
992.307421,240,110516.851648
1192.170287,240,110537.114294
888.705447,240,110557.485339
784.539629,240,110577.72829
888.069263,240,110598.036663
884.440458,240,110618.284772
1394.387405,240,110638.587951
882.786126,240,110658.8941
1193.455872,240,110679.148517
890.243132,240,110699.485043
888.713377,240,110719.771923
785.556,240,110740.003289
888.754151,240,110760.256088
786.270276,240,110780.463251
892.963869,240,110800.771142
578.619526,240,110821.00591
991.116865,240,110841.315493
1292.895115,240,110861.731144
684.96778,240,110882.018204
986.65727,240,110902.340219
884.066485,240,110922.735536
1091.266145,240,110943.034008
884.852476,240,110963.275953
988.421585,240,110983.506984
1091.375911,240,111003.824453
785.592146,240,111024.136917
889.010995,240,111044.416545
1492.961019,240,111064.790086
885.988461,240,111085.109158
889.368875,240,111105.359146
1188.664566,240,111125.685036
991.12549,240,111145.954116
892.241701,240,111166.330455
785.120818,240,111186.577481
889.69803,240,111206.972453
885.19289,240,111227.294346
1090.652457,240,111247.590836
781.161505,240,111268.10123
683.339774,240,111288.408013
1088.362092,240,111308.660563
680.601201,240,111328.935261
887.853535,240,111349.251688
991.456361,240,111369.593391
890.215661,240,111389.869156
992.0386,240,111410.180264
1088.809476,240,111430.416415
787.262812,240,111450.791079
990.950129,240,111471.076564
1088.491858,240,111491.381892
890.196188,240,111511.7525
1193.36497,240,111532.050383
785.505667,240,111552.379014
783.023156,240,111572.750114
986.468959,240,111593.01119
1088.594957,240,111613.374107
885.142806,240,111633.671921
1090.705554,240,111653.957937
1094.80254,240,111674.247439
1095.815506,240,111694.512498
1191.33,240,111714.774455
1192.325899,240,111735.013793
1190.76425,240,111755.605853
1093.661733,240,111776.04361
989.602496,240,111796.339365
990.353996,240,111816.690694
787.600321,240,111836.95026
990.068544,240,111857.271019
990.09598,240,111877.571274
1193.358507,240,111897.85231
889.776249,240,111918.124782
990.664131,240,111938.445704
891.538962,240,111958.778245
786.730364,240,111979.390275
987.912993,240,111999.704821
1194.007261,240,112019.989804
990.382117,240,112040.30482
992.863837,240,112060.643198
1092.763627,240,112080.984637
787.913463,240,112101.509587
682.918692,240,112121.945376
1291.690717,240,112142.277965
782.85275,240,112162.571055
577.897788,240,112183.064485
990.051193,240,112203.386889
886.969563,240,112223.671986
1190.823878,240,112244.014992
990.640817,240,112264.28085
779.696382,240,112284.572004
682.414012,240,112304.87137
1091.262816,240,112325.186106
782.357165,240,112345.495901
891.396144,240,112365.786989
886.373828,240,112386.049409
788.436279,240,112406.349388
991.615975,240,112426.64425
991.117967,240,112446.951678
1088.192264,240,112467.210317
885.670264,240,112487.451707
1391.686794,240,112507.780065
989.793091,240,112528.072148
789.651108,240,112548.274966
983.227082,240,112568.596601
680.715025,240,112588.951262
1088.296211,240,112609.242239
991.869137,240,112629.523027
1292.247726,240,112649.878382
889.701642,240,112670.138371
990.553429,240,112690.35703
681.31406,240,112710.67028
883.227272,240,112731.029709
1297.073617,240,112751.335278
784.927683,240,112771.645202
988.828022,240,112791.949895
888.693452,240,112812.252249
780.786051,240,112832.55391
990.369041,240,112852.846059
788.325439,240,112873.383805
991.498855,240,112893.730401
985.448438,240,112914.014466
891.569241,240,112934.306114
1192.504756,240,112954.601051
578.958637,240,112974.91097
885.12531,240,112995.23168
789.479019,240,113015.635733
783.555692,240,113035.902349
781.757181,240,113056.247241
1087.868726,240,113076.75266
883.856005,240,113097.012844
1397.00744,240,113117.329818
1093.78746,240,113137.632075
1089.991105,240,113157.931812
889.104932,240,113178.215285
992.449723,240,113198.528095
1091.49041,240,113218.863311
580.518653,240,113239.191372
886.027865,240,113259.536583
992.064149,240,113279.837949
785.84372,240,113300.10401
785.38643,240,113320.423466
1489.665819,240,113340.738302
1189.82477,240,113361.004557
984.591541,240,113381.284347
683.053764,240,113401.542171
784.131789,240,113421.867337
782.706326,240,113442.164705
1192.266907,240,113462.413586
990.097735,240,113482.750923
784.305717,240,113503.096955
1191.192978,240,113523.412472
1190.433642,240,113543.615133
888.812991,240,113564.010033
888.593939,240,113584.268862
993.679078,240,113604.520372
986.48322,240,113624.987513
993.276523,240,113645.40019
986.602996,240,113665.770061
889.2387,240,113686.025152
884.571715,240,113706.298802
785.614075,240,113726.556095
1289.823218,240,113746.847108
785.769993,240,113767.370889
685.835994,240,113787.70405
1391.401515,240,113808.00072
889.594339,240,113828.256636
1186.636734,240,113848.527501
885.487689,240,113868.815665
891.393612,240,113889.087223
988.382769,240,113909.53352
676.095205,240,113929.811007
788.505045,240,113950.104047
890.772886,240,113970.353069
890.161759,240,113990.789253
889.90851,240,114011.012673
784.100785,240,114031.293528
785.72063,240,114051.559759
680.802339,240,114071.819679
1094.219322,240,114092.08959
888.508831,240,114112.345541
787.411974,240,114132.687663
888.07707,240,114153.065917
986.985017,240,114173.297927
1090.444879,240,114193.546964
684.1282,240,114213.813578
989.687973,240,114234.064773
989.492104,240,114254.298399
681.003446,240,114274.610752
1088.671442,240,114294.819856
788.027074,240,114315.107358
786.041799,240,114335.347363
888.765143,240,114355.612168
782.950836,240,114375.922706
989.899631,240,114396.189712
786.054814,240,114416.401956
785.720258,240,114436.662394
889.687755,240,114457.069479
988.810018,240,114477.314316
991.281364,240,114497.549871
1188.388819,240,114517.825838
888.184154,240,114538.08067
1093.323132,240,114558.461486
1194.126491,240,114578.718353
1092.015642,240,114598.952536
785.107493,240,114619.254989
888.820173,240,114639.537991
987.192206,240,114659.841304
891.722033,240,114680.247014
684.768646,240,114700.531392
585.201622,240,114720.837794
791.580569,240,114741.097191
1191.095614,240,114761.379431
888.672801,240,114781.677644
889.973262,240,114801.913886
885.288796,240,114822.314624
788.450581,240,114842.589046
578.375343,240,114862.823678
986.50486,240,114883.354427
1091.164866,240,114903.600715
787.934412,240,114923.950188
882.81494,240,114944.236238
992.34585,240,114964.512821
787.886699,240,114984.811412
1092.39052,240,115005.072565
786.534649,240,115025.388799
888.290844,240,115045.725252
889.533891,240,115066.116444
1090.848534,240,115086.403345
785.232807,240,115106.690296
892.595139,240,115126.977283
787.087359,240,115147.267544
992.41068,240,115167.555708
684.265606,240,115187.834324
1194.994184,240,115208.1156
887.867056,240,115228.343223
1192.6289,240,115248.589818
886.344654,240,115268.857075
680.994986,240,115289.098708
887.748014,240,115309.313975
780.138523,240,115329.542746
788.235107,240,115349.978035
785.906068,240,115370.216552
890.273055,240,115390.460315
885.632727,240,115410.781438
1090.472656,240,115431.078633
991.510597,240,115451.361473
1297.665858,240,115471.632314
988.585499,240,115491.878096
782.300826,240,115512.169334
787.497126,240,115532.443889
681.625235,240,115552.737129
576.442204,240,115573.205357
988.280831,240,115593.543722
682.523486,240,115613.826758
986.910445,240,115634.174455
786.644568,240,115654.465014
682.408008,240,115674.755392
1291.421239,240,115695.049118
989.351069,240,115715.417638
889.695387,240,115735.700107
880.095436,240,115755.995645
786.492266,240,115776.25368
1492.778588,240,115796.722972
883.467665,240,115817.012435
989.337109,240,115837.268529
989.725797,240,115857.511441
886.696952,240,115877.813554
784.705772,240,115898.080888
780.885755,240,115918.34749
889.029929,240,115938.586621
784.137862,240,115958.969282
888.808275,240,115979.206068
888.297893,240,115999.469726
786.551453,240,116019.743231
784.438293,240,116039.978528
582.534265,240,116060.250086
783.577876,240,116080.504366
1290.896786,240,116100.832365
988.923987,240,116121.038833
782.448915,240,116141.309875
1090.242987,240,116161.608233
1092.299515,240,116181.892495
889.549769,240,116202.119899
786.922656,240,116222.381871
783.183241,240,116242.654462
783.065282,240,116263.020534
684.448232,240,116283.305296
683.233617,240,116303.576276
1090.616777,240,116323.948042
1090.141119,240,116344.255887
1390.021332,240,116364.540909
887.1705,240,116384.804816
-874.580104,240,116405.067657
884.874315,240,116425.404927
1191.539335,240,116445.685474
783.769631,240,116466.316696
686.84991,240,116486.617938
784.689916,240,116506.981385
990.525909,240,116527.276295
1391.725586,240,116547.610604
678.387772,240,116567.876131
1090.510117,240,116588.133187
680.962237,240,116608.494132
783.358471,240,116628.716532
1189.985465,240,116648.989952
782.540806,240,116669.242571
777.224747,240,116689.712936
1093.41121,240,116709.936958
1093.51435,240,116730.221305
1093.718051,240,116750.541702
890.949317,240,116770.862764
783.78871,240,116791.103251
784.073801,240,116811.434025
1092.622903,240,116831.722156
787.064684,240,116852.10868
888.973392,240,116872.342266
776.113048,240,116892.661953
892.887773,240,116912.990488
787.784216,240,116933.201064
990.166577,240,116953.440463
885.83061,240,116973.738045
1188.36531,240,116994.001269
883.48803,240,117014.247537
784.518884,240,117034.492566
681.99617,240,117054.759573
783.382442,240,117074.992501
888.956109,240,117095.245729
1089.163917,240,117115.514481
674.739745,240,117135.771518
1395.247796,240,117156.163615
578.470115,240,117176.441265
1189.467391,240,117196.672325
889.150378,240,117217.007012
783.936792,240,117237.28356
576.429174,240,117257.503731
787.419468,240,117277.796142
987.419022,240,117298.066202
988.419971,240,117318.356505
887.006833,240,117338.627437
991.670431,240,117358.852783
786.108982,240,117379.453407
883.708587,240,117399.817106
787.48718,240,117420.060641
888.429619,240,117440.40447
788.632068,240,117460.699226
1292.812724,240,117480.945335
684.346866,240,117501.226461
781.428706,240,117521.777434
983.010934,240,117542.087803
888.079747,240,117562.364071
991.521725,240,117582.672663
674.994154,240,117603.11023
990.392046,240,117623.421789
990.622797,240,117643.691831
984.739903,240,117663.991636
1190.948828,240,117684.286386
888.514041,240,117704.688509
1088.900282,240,117725.085757
1090.208758,240,117745.376637
988.526113,240,117765.72257
1089.54855,240,117786.009887
887.993886,240,117806.234966
676.47711,240,117826.476068
989.727714,240,117846.806932
888.343508,240,117867.14686
1092.178379,240,117887.433544
786.320316,240,117907.725394
1093.582151,240,117927.989128
988.315703,240,117948.245366
886.271717,240,117968.529722
985.666676,240,117988.821033
987.175187,240,118009.185618
888.269062,240,118029.488021
990.643028,240,118049.756
989.668289,240,118070.127651
887.209593,240,118090.396873
785.929046,240,118110.760731
785.643305,240,118131.01951
985.712857,240,118151.273734
886.800463,240,118171.597503
1091.111538,240,118191.855081
580.955652,240,118212.106584
1191.066674,240,118232.393764
886.995253,240,118252.621348
785.803669,240,118273.133951
990.099937,240,118293.53866
783.943342,240,118313.814022
1089.868441,240,118334.082906
1089.850052,240,118354.454745
683.777726,240,118374.71181
1393.526518,240,118394.942544
1191.056907,240,118415.237131
1192.438688,240,118435.51726
786.531033,240,118455.82115
1192.237865,240,118476.04218
786.609565,240,118496.548802
788.329283,240,118516.794316
888.452612,240,118537.017662
890.975567,240,118557.294666
1080.675023,240,118577.550972
788.430632,240,118598.327073
1093.602668,240,118618.590362
1190.066807,240,118638.87272
880.575474,240,118660.321255
1392.61407,240,118682.376359
988.364012,240,118702.701645
988.051202,240,118723.009501
682.244434,240,118743.265623
781.810522,240,118763.545489
989.733942,240,118783.855819
785.389836,240,118804.137393
886.173365,240,118824.34073
986.287851,240,118844.571129
888.008012,240,118864.790419
886.266263,240,118885.037968
780.35805,240,118905.248018
787.800875,240,118925.555532
888.01452,240,118945.874269
991.681341,240,118966.092327
883.459765,240,118986.346788
888.781401,240,119006.753336
987.04348,240,119027.012413
787.397554,240,119047.359786
789.195017,240,119067.59291
791.283905,240,119087.867594
784.645127,240,119108.146787
988.247937,240,119128.378577
786.217006,240,119148.646965
986.300348,240,119169.289645
988.954727,240,119189.54218
1087.589773,240,119209.865914
1093.964033,240,119230.182488
1093.014741,240,119250.536005
884.887446,240,119270.870059
986.325029,240,119291.216062
1291.98875,240,119311.544024
1192.464232,240,119331.837829
681.441207,240,119352.129657
1086.37283,240,119372.372805
889.579913,240,119392.712226
785.972442,240,119413.180532
684.150638,240,119433.424072
782.41547,240,119453.681
785.147503,240,119473.9894
986.682393,240,119494.273051
889.893283,240,119514.496864
883.976507,240,119534.798455
1293.04343,240,119555.062171
1090.317356,240,119575.321583
887.453175,240,119595.575655
780.467056,240,119615.842759
1088.532916,240,119636.125804
886.966759,240,119656.393136
886.232044,240,119676.674065
884.607132,240,119696.976291
986.333598,240,119717.229532
986.892553,240,119737.543214
1189.89338,240,119757.795641
779.833639,240,119778.100978
885.791936,240,119798.315532
987.003415,240,119818.550221
884.336215,240,119838.797388
1089.862727,240,119859.075856
1191.008814,240,119879.571089
1089.708059,240,119900.202714
1090.57377,240,119920.398168
786.213777,240,119940.671432
1086.764585,240,119960.988657
1290.604111,240,119981.257907
992.371122,240,120001.525406
887.631935,240,120021.841919
990.707451,240,120042.092021
981.693937,240,120062.415782
1086.251373,240,120082.737637
777.898681,240,120103.013855
890.382593,240,120123.276755
984.407698,240,120143.579359
887.777256,240,120164.010943
892.009395,240,120184.255946
1090.245245,240,120204.713967
887.10305,240,120225.236462
1393.427565,240,120245.487727
992.79239,240,120265.777087
993.188522,240,120286.001029
789.868091,240,120306.468091
785.650934,240,120326.851945
888.179897,240,120347.094385
1180.940367,240,120367.347885
785.537625,240,120387.736356
578.331244,240,120407.987521
887.393919,240,120428.316252
1087.765698,240,120448.628811
684.111446,240,120468.95263
686.899339,240,120489.208914
788.839205,240,120509.446643
788.152998,240,120529.810069
1089.882581,240,120550.117892
787.214386,240,120570.66913
674.839119,240,120590.966902
888.176937,240,120611.215316
987.823225,240,120631.531144
785.993762,240,120651.759633
1089.81576,240,120672.023035
683.986776,240,120692.296961
1192.90818,240,120712.579117
1090.251819,240,120732.839113
1191.319842,240,120753.120905
1094.960462,240,120773.34485
682.982628,240,120793.642541
782.555091,240,120814.020518
784.433989,240,120834.257991
989.974215,240,120854.621656
1088.703322,240,120874.877125
985.541022,240,120895.425172
1091.148065,240,120915.797033
1086.472341,240,120936.215064
784.90164,240,120956.469207
886.579876,240,120977.108811
780.1197,240,120997.364028
1090.885836,240,121017.573906
993.809531,240,121037.814611
887.724821,240,121058.052903
886.631905,240,121078.301445
682.42048,240,121098.597865
1094.450728,240,121118.911226
784.174314,240,121139.171944
1080.289096,240,121159.462381
1092.629245,240,121179.762061
681.20697,240,121200.221794
993.695008,240,121220.572048
886.456227,240,121240.823344
890.902039,240,121261.065671
887.13936,240,121281.378049
987.368958,240,121301.690369
679.677692,240,121321.990766
787.672984,240,121342.259093
678.53594,240,121362.564879
991.132335,240,121382.865247
1290.764936,240,121403.144048
991.132424,240,121423.422941
679.597864,240,121443.662805
1091.333582,240,121463.916394
886.155874,240,121484.338033
683.124062,240,121504.600466
1089.860517,240,121524.920015
1086.341003,240,121545.19794
784.106887,240,121565.437154
783.241644,240,121585.721577
785.001358,240,121605.951293
684.065824,240,121626.209814
679.957601,240,121646.465338
986.128524,240,121666.657428
890.043506,240,121686.908486
887.945166,240,121707.220983
888.812705,240,121727.488117
780.970008,240,121747.892469
1086.723549,240,121768.288958
983.632921,240,121788.48661
887.805218,240,121808.759963
1190.145625,240,121829.041985
986.890198,240,121849.28201
877.517225,240,121869.680041
783.633907,240,121889.928711
785.977982,240,121910.131377
894.389515,240,121930.38026
785.911978,240,121950.652452
1087.979252,240,121970.872514
888.292356,240,121991.152269
1091.813145,240,122011.484538
676.920544,240,122031.686759
986.075838,240,122051.981661
785.413325,240,122072.17762
786.421802,240,122092.419655
1191.301053,240,122112.855862
787.685863,240,122133.099591
1190.027167,240,122153.325415
889.635079,240,122173.635618
890.079667,240,122193.917425
787.424226,240,122214.187463
786.353674,240,122234.434658
1089.358163,240,122254.702803
785.740356,240,122274.941384
788.025238,240,122295.219894
681.843655,240,122315.448181
889.609313,240,122335.711686
1087.575773,240,122355.971556
887.395847,240,122376.247601
990.134559,240,122396.463191
988.936999,240,122416.711783
679.226565,240,122436.898189
889.409864,240,122457.08104
1192.590198,240,122477.379723
783.955379,240,122497.606787
887.131305,240,122517.811609
578.031989,240,122538.080105
1090.987057,240,122558.42031
1089.86938,240,122578.723145
788.427394,240,122598.991113
1088.816734,240,122619.295199
887.492178,240,122639.792173
1091.432764,240,122660.117525
884.590206,240,122680.418799
1088.299373,240,122700.708171
679.396307,240,122720.973346
1086.546076,240,122741.441177
888.342829,240,122761.707175
682.422982,240,122782.212636
1093.873828,240,122802.511778
790.002862,240,122822.922888
1093.686396,240,122843.184794
681.282367,240,122863.505879
986.406126,240,122883.726466
886.227676,240,122904.043742
785.82824,240,122924.411398
679.508646,240,122944.751112
1187.268226,240,122965.00796
1090.972698,240,122985.256517
781.996571,240,123005.483361
887.726255,240,123025.964499
890.357684,240,123046.15052
992.57027,240,123066.426864
784.095098,240,123086.652367
1186.266494,240,123106.900115
784.337011,240,123127.133758
789.85014,240,123147.441327
990.518002,240,123167.647149
991.148551,240,123187.921718
1289.823177,240,123208.158948
889.152566,240,123228.446897
782.282388,240,123248.703614
985.53005,240,123268.963687
784.583181,240,123289.210247
884.064112,240,123309.52342
889.665361,240,123329.821377
988.713322,240,123350.049107
1391.31748,240,123370.351055
682.967587,240,123390.669649
785.86694,240,123410.96446
1093.616238,240,123431.223678
1292.96017,240,123451.525575
1088.651091,240,123471.758308
891.506131,240,123492.014007
1092.126659,240,123512.350912
992.300301,240,123532.616363
1091.047448,240,123552.892144
680.784186,240,123573.103769
886.930622,240,123593.291894
781.980102,240,123613.612507
990.822774,240,123633.91561
680.931246,240,123654.163516
1189.150672,240,123674.827003
889.650294,240,123695.07449
886.759018,240,123715.354968
784.37924,240,123735.634525
787.129568,240,123755.916427
785.489664,240,123776.184088
1089.897545,240,123796.463149
986.613767,240,123816.790533
1190.514315,240,123837.04608
988.142293,240,123857.338883
784.037865,240,123877.637842
988.694606,240,123897.909429
887.553896,240,123918.340464
886.369334,240,123938.569718
990.80937,240,123958.864732
988.564268,240,123979.146983
1083.593801,240,123999.441233
782.702442,240,124019.694533
881.878725,240,124039.940745
887.825502,240,124060.264893
989.653247,240,124080.550501
1089.396714,240,124100.841034
985.415768,240,124121.126809
1088.297244,240,124141.413936
784.23249,240,124161.754614
988.149063,240,124182.020074
1086.254044,240,124202.243842
782.341159,240,124222.524054
1089.091059,240,124242.72483
683.101899,240,124262.989258
983.628784,240,124283.216002
677.249438,240,124303.480016
990.196482,240,124323.747309
987.036863,240,124344.020821
787.112196,240,124364.417574
990.394,240,124384.691895
889.237599,240,124404.969115
990.196573,240,124425.265395
1394.683349,240,124445.544031
1094.068318,240,124465.820042
787.918284,240,124486.096126
787.817902,240,124506.331535
891.694024,240,124526.617382
1193.337291,240,124546.936727
1086.494341,240,124567.441214
989.893973,240,124587.779146
890.520383,240,124608.04264
687.954768,240,124628.312809
783.10228,240,124648.565456
682.412632,240,124668.773734
1089.302055,240,124689.048042
886.283811,240,124709.37183
1083.362448,240,124729.643955
784.57919,240,124749.974002
1296.948396,240,124770.26832
679.944267,240,124790.541936
1293.604158,240,124810.756943
684.285321,240,124831.212666
1090.162667,240,124851.431849
786.402836,240,124871.69699
984.86084,240,124892.064084
789.667399,240,124912.27052
992.201186,240,124932.726058
786.8502,240,124953.057281
891.697712,240,124973.327559
886.774119,240,124993.607297
887.934561,240,125013.897326
990.964562,240,125034.106949
986.497108,240,125054.370609
788.192981,240,125074.721937
788.839285,240,125094.946009
890.612428,240,125115.204986
1292.171351,240,125135.434429
884.432271,240,125155.665388
685.537614,240,125175.937078
1088.47471,240,125196.149698
884.762662,240,125216.343094
682.588055,240,125236.571517
779.484895,240,125256.842079
684.738424,240,125277.043588
690.126159,240,125297.272841
685.774732,240,125317.58332
-625.15506,148,125330.052049
581.610764,240,125350.337353
-931.074506,83,125357.336573
792.283079,240,125377.559627
242.822187,240,125397.767257
-752.73418,152,125410.50157
-544.544835,189,125426.547498
-849.942335,193,125442.865896
-839.930287,138,125454.500081
-736.369702,162,125468.401468
386.214335,240,125489.094358
792.023481,240,125510.287245
877.634205,240,125531.062827
783.342373,240,125551.311069
95.491206,240,125571.572625
140.895481,240,125592.00339
466.354269,240,125612.283242
673.855387,240,125632.497114
461.027614,240,125652.791412
565.645057,240,125673.052098
560.038417,240,125693.303307
462.550358,240,125713.573281
354.473434,240,125733.820213
689.930262,240,125754.087716
687.589356,240,125774.728133
361.398377,240,125796.402509
357.974693,240,125817.347046
986.439634,240,125837.65976
885.929218,240,125858.033282
1094.957582,240,125878.329996
663.483911,240,125898.634922
987.995886,240,125918.990701
779.847805,240,125939.375376
569.696165,240,125959.625576
786.750395,240,125979.999533
884.179874,240,126000.248346
354.105842,240,126020.524593
885.065441,240,126040.779033
989.698455,240,126060.975283
685.219205,240,126081.271941
887.638298,240,126101.578732
785.608482,240,126121.789476
788.452092,240,126142.017388
684.969365,240,126162.178098
786.734535,240,126182.383472
783.188663,240,126202.636878
1194.038228,240,126222.972009
784.46971,240,126243.188955
887.680098,240,126263.459836
680.987058,240,126283.66221
681.435992,240,126303.907124
892.671318,240,126324.113494
987.886498,240,126344.37727
991.032712,240,126364.838166
992.817267,240,126385.119394
882.729167,240,126405.327438
890.113595,240,126425.571542
887.982682,240,126445.844402
1294.545303,240,126466.092772
889.303998,240,126486.328022
684.865968,240,126506.627566
787.802922,240,126527.342791
1288.32339,240,126547.562932
787.45972,240,126567.832738
990.319557,240,126588.067501
891.893294,240,126608.299548
788.167651,240,126628.633191
686.705666,240,126648.882813
889.581534,240,126669.1068
889.335397,240,126689.573657
785.243926,240,126709.871908
